pattern_code,name,name_ja,medium,sub_medium,genre,era,region,description,description_ja,structural_role,coordinate_json,typography_json,color_json,hierarchy_levels,visual_complexity,use_when,use_when_ja,avoid_when
BK-PIC-0148,Full-Page Illustration,フルページイラスト,book,picture,picture,2000-2026,jp,Pattern BK-PIC-0148,フルページイラストパターン,columnette,"{""trim_size_mm"": [182, 257], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,3,Use in picture,pictureで使用,Brand conflicts
BK-PIC-0149,Full-Page Illustration,フルページイラスト,book,picture,picture,2000-2026,us,Pattern BK-PIC-0149,フルページイラストパターン,colophon,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,4,Use in picture,pictureで使用,Brand conflicts
BK-PIC-0150,Full-Page Illustration,フルページイラスト,book,picture,picture,2000-2026,eu,Pattern BK-PIC-0150,フルページイラストパターン,index,"{""trim_size_mm"": [210, 297], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,5,Use in picture,pictureで使用,Brand conflicts
BK-PHB-0001,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,jp,Pattern BK-PHB-0001,フルブリード写真パターン,cover,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,1,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0002,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,us,Pattern BK-PHB-0002,フルブリード写真パターン,spine,"{""trim_size_mm"": [210, 297], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,2,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0003,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,eu,Pattern BK-PHB-0003,フルブリード写真パターン,dust_jacket,"{""trim_size_mm"": [210, 297], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,3,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0004,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,jp,Pattern BK-PHB-0004,フルブリード写真パターン,endpaper,"{""trim_size_mm"": [182, 257], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,4,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0005,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,us,Pattern BK-PHB-0005,フルブリード写真パターン,title_page,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,5,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0006,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,eu,Pattern BK-PHB-0006,フルブリード写真パターン,chapter_opener,"{""trim_size_mm"": [128, 188], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,1,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0007,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,jp,Pattern BK-PHB-0007,フルブリード写真パターン,body,"{""trim_size_mm"": [210, 297], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,2,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0008,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,us,Pattern BK-PHB-0008,フルブリード写真パターン,columnette,"{""trim_size_mm"": [210, 297], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,3,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0009,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,eu,Pattern BK-PHB-0009,フルブリード写真パターン,colophon,"{""trim_size_mm"": [210, 297], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,4,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0010,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,jp,Pattern BK-PHB-0010,フルブリード写真パターン,index,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,5,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0011,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,us,Pattern BK-PHB-0011,フルブリード写真パターン,cover,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,1,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0012,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,eu,Pattern BK-PHB-0012,フルブリード写真パターン,spine,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,2,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0013,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,jp,Pattern BK-PHB-0013,フルブリード写真パターン,dust_jacket,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,3,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0014,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,us,Pattern BK-PHB-0014,フルブリード写真パターン,endpaper,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,4,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0015,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,eu,Pattern BK-PHB-0015,フルブリード写真パターン,title_page,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,5,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0016,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,jp,Pattern BK-PHB-0016,フルブリード写真パターン,chapter_opener,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,1,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0017,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,us,Pattern BK-PHB-0017,フルブリード写真パターン,body,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,2,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0018,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,eu,Pattern BK-PHB-0018,フルブリード写真パターン,columnette,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,3,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0019,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,jp,Pattern BK-PHB-0019,フルブリード写真パターン,colophon,"{""trim_size_mm"": [128, 188], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,4,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0020,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,us,Pattern BK-PHB-0020,フルブリード写真パターン,index,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,5,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0021,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,eu,Pattern BK-PHB-0021,フルブリード写真パターン,cover,"{""trim_size_mm"": [182, 257], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,1,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0022,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,jp,Pattern BK-PHB-0022,フルブリード写真パターン,spine,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,2,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0023,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,us,Pattern BK-PHB-0023,フルブリード写真パターン,dust_jacket,"{""trim_size_mm"": [182, 257], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,3,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0024,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,eu,Pattern BK-PHB-0024,フルブリード写真パターン,endpaper,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,4,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0025,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,jp,Pattern BK-PHB-0025,フルブリード写真パターン,title_page,"{""trim_size_mm"": [210, 297], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,5,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0026,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,us,Pattern BK-PHB-0026,フルブリード写真パターン,chapter_opener,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,1,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0027,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,eu,Pattern BK-PHB-0027,フルブリード写真パターン,body,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,2,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0028,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,jp,Pattern BK-PHB-0028,フルブリード写真パターン,columnette,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,3,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0029,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,us,Pattern BK-PHB-0029,フルブリード写真パターン,colophon,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,4,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0030,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,eu,Pattern BK-PHB-0030,フルブリード写真パターン,index,"{""trim_size_mm"": [105, 173], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u6587\u5eab\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,5,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0031,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,jp,Pattern BK-PHB-0031,フルブリード写真パターン,cover,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u56db\u516d\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,1,Use in photobook,photobookで使用,Brand conflicts
BK-PHB-0032,Full-Bleed Photography,フルブリード写真,book,photobook,photobook,2000-2026,us,Pattern BK-PHB-0032,フルブリード写真パターン,spine,"{""trim_size_mm"": [105, 148], ""bleed_mm"": 3, ""margin_mm"": {""inner"": 15, ""top"": 18, ""outer"": 20, ""bottom"": 24}, ""type_area_mm"": {""x"": 15, ""y"": 18, ""w"": 93, ""h"": 152}, ""columns"": 1, ""gutter_mm"": 0, ""baseline_grid_pt"": 18.0, ""trim_size_name"": ""\u65b0\u66f8\u5224""}","{""primary_face"": ""Hiragino Mincho"", ""size_pt"": 10, ""leading_pt"": 18.0, ""tracking_em"": 0.02, ""measure_chars"": 40}","{""primary"": ""#000000"", ""bg"": ""#FFFFFF""}",2,2,Use in photobook,photobookで使用,Brand conflicts
